Order ID,Order Date,Product,Price,Quantity,City,State
701661,04-01-2020,Smart Plug,117.8,5,Philadelphia,CA
747972,05-01-2020,Alexa,79.37,2,Phoenix,CA
589570,05-01-2020,Echo Dot,43.54,5,Phoenix,CA
556551,05-01-2020,Echo Dot,35.95,5,Phoenix,PA
373109,05-01-2020,Smart Plug,86.63,5,Phoenix,IL
124538,05-01-2020,Fire Stick,88.02,4,New York,NY
994498,05-01-2020,Smart Plug,118.1,1,Chicago,CA
301664,05-01-2020,Alexa,74.71,2,Phoenix,CA
591234,05-01-2020,Fire Stick,60.52,2,Philadelphia,IL
999684,05-01-2020,Echo Dot,93.91,5,Los Angeles,NY
239182,05-01-2020,Kindle,102.21,3,Philadelphia,PA
572525,05-01-2020,Ring Doorbell,91.78,4,Chicago,NY
258338,05-01-2020,Fire Stick,96.9,5,Phoenix,IL
284064,05-01-2020,Echo Dot,92.31,5,Chicago,NY
314020,05-01-2020,Fire Stick,45.64,2,Phoenix,PA
723094,05-01-2020,Smart Plug,102.95,4,Los Angeles,CA
997421,05-01-2020,Fire Stick,86.31,4,Los Angeles,CA
715270,05-01-2020,Fire Stick,65.24,2,New York,IL
745914,05-01-2020,Fire Stick,89.68,1,Chicago,NY
219176,05-01-2020,Alexa,106.21,2,New York,AZ
318126,05-01-2020,Ring Doorbell,107.6,3,New York,PA
318969,05-01-2020,Alexa,60.04,2,Los Angeles,NY
222409,05-01-2020,Ring Doorbell,40.63,3,Phoenix,IL
647707,05-01-2020,Smart Plug,50.09,3,New York,IL
353618,05-01-2020,Kindle,84.62,5,Los Angeles,PA
869598,05-01-2020,Alexa,76.49,3,Phoenix,NY
150015,05-01-2020,Kindle,74.48,1,Los Angeles,CA
872838,05-01-2020,Alexa,57.3,4,New York,IL
222096,05-01-2020,Echo Dot,36.81,1,Phoenix,NY
731347,05-01-2020,Echo Dot,57.09,1,New York,NY
285340,05-01-2020,Fire Stick,92.27,5,Los Angeles,NY
210687,05-01-2020,Kindle,85.98,2,Phoenix,IL
974371,05-01-2020,Fire Stick,54.9,4,New York,PA
511357,05-01-2020,Ring Doorbell,99.47,3,Chicago,CA
835716,05-01-2020,Fire Stick,116.31,4,Los Angeles,IL
205878,05-01-2020,Alexa,52.73,5,Chicago,IL
827270,05-01-2020,Alexa,100.8,4,Phoenix,IL
298286,06-01-2020,Fire Stick,100.78,1,New York,CA
873290,06-01-2020,Ring Doorbell,78.1,4,Los Angeles,AZ
874684,06-01-2020,Alexa,30.9,2,Philadelphia,NY
264899,06-01-2020,Ring Doorbell,56.48,5,Phoenix,PA
424767,06-01-2020,Echo Dot,33.52,5,Chicago,AZ
961882,06-01-2020,Echo Dot,66.78,5,Phoenix,AZ
979858,06-01-2020,Kindle,81.21,1,Phoenix,AZ
479989,06-01-2020,Echo Dot,69.39,2,Philadelphia,NY
515515,06-01-2020,Ring Doorbell,92.46,1,Phoenix,AZ
143585,06-01-2020,Fire Stick,51.16,3,Los Angeles,IL
471369,06-01-2020,Smart Plug,37.02,2,New York,NY
164044,06-01-2020,Alexa,45.2,2,Chicago,AZ
542296,06-01-2020,Fire Stick,54.06,2,Phoenix,AZ
209556,06-01-2020,Alexa,51.9,5,New York,NY
626981,06-01-2020,Kindle,76.21,2,New York,NY
981691,06-01-2020,Fire Stick,110.83,3,Los Angeles,CA
867595,06-01-2020,Fire Stick,62.09,4,Chicago,NY
300235,06-01-2020,Fire Stick,37.59,2,Phoenix,PA
125939,06-01-2020,Kindle,103.8,2,New York,IL
252906,06-01-2020,Fire Stick,31.45,5,New York,IL
642335,06-01-2020,Alexa,76.4,1,Phoenix,NY
388249,06-01-2020,Smart Plug,102.81,3,Los Angeles,IL
175766,06-01-2020,Fire Stick,80.98,1,Los Angeles,PA
508923,06-01-2020,Kindle,113.71,3,Los Angeles,PA
515192,06-01-2020,Kindle,32.7,4,Phoenix,AZ
668550,06-01-2020,Fire Stick,114.76,5,Philadelphia,NY
487261,06-01-2020,Kindle,97.47,2,Phoenix,AZ
910208,06-01-2020,Echo Dot,59.48,4,New York,IL
785440,06-01-2020,Ring Doorbell,86.49,2,Phoenix,NY
752664,06-01-2020,Kindle,80.58,1,Phoenix,AZ
554589,06-01-2020,Smart Plug,111.94,5,Philadelphia,CA
237848,06-01-2020,Echo Dot,67.15,1,Philadelphia,AZ
717075,06-01-2020,Alexa,38.95,3,Chicago,NY
227948,06-01-2020,Echo Dot,36.18,5,Phoenix,IL
679304,06-01-2020,Smart Plug,67.23,5,Los Angeles,CA
502690,06-01-2020,Ring Doorbell,118.71,5,Chicago,IL
599046,06-01-2020,Echo Dot,85.7,5,Phoenix,AZ
551269,07-01-2020,Fire Stick,96.76,1,Philadelphia,NY
121959,07-01-2020,Kindle,116.63,4,Phoenix,PA
760890,07-01-2020,Fire Stick,89.68,4,Chicago,PA
850216,07-01-2020,Fire Stick,84.18,3,Los Angeles,CA
890180,07-01-2020,Fire Stick,46.96,2,Los Angeles,CA
328576,07-01-2020,Echo Dot,56.06,5,Phoenix,NY
637833,07-01-2020,Alexa,109.19,1,Chicago,CA
265838,07-01-2020,Ring Doorbell,75.7,1,Chicago,CA
435674,07-01-2020,Kindle,107.73,1,Los Angeles,NY
979989,07-01-2020,Echo Dot,31.42,5,New York,CA
161087,07-01-2020,Ring Doorbell,75.54,4,Philadelphia,PA
693128,07-01-2020,Fire Stick,58.38,5,Los Angeles,PA
218451,07-01-2020,Smart Plug,55.24,3,New York,PA
547600,07-01-2020,Smart Plug,107.49,1,Phoenix,PA
937437,07-01-2020,Fire Stick,105.44,3,New York,CA
539792,07-01-2020,Alexa,110.64,4,Phoenix,CA
139353,07-01-2020,Ring Doorbell,68.65,1,Los Angeles,AZ
293075,07-01-2020,Kindle,116.54,4,Philadelphia,NY
314283,07-01-2020,Ring Doorbell,58.86,1,Phoenix,IL
414877,07-01-2020,Echo Dot,119.02,4,New York,NY
165318,07-01-2020,Alexa,98.14,1,New York,IL
865313,07-01-2020,Smart Plug,88.89,5,New York,CA
582690,07-01-2020,Fire Stick,110.19,1,Phoenix,IL
516880,07-01-2020,Echo Dot,86.84,1,Phoenix,AZ
691460,07-01-2020,Alexa,67.8,5,Philadelphia,CA
840976,07-01-2020,Ring Doorbell,62.52,4,Los Angeles,AZ
881239,07-01-2020,Alexa,42.66,5,Phoenix,CA
193264,07-01-2020,Alexa,73.26,3,Phoenix,PA
870746,07-01-2020,Ring Doorbell,101.06,3,Chicago,PA
913168,07-01-2020,Echo Dot,42.39,4,Los Angeles,PA
325281,07-01-2020,Kindle,113.47,1,New York,IL
737147,07-01-2020,Ring Doorbell,49.83,2,Philadelphia,CA
998613,07-01-2020,Echo Dot,116.46,5,Chicago,PA
494070,07-01-2020,Ring Doorbell,71.11,3,Philadelphia,CA
452228,07-01-2020,Fire Stick,42.48,3,New York,IL
531839,07-01-2020,Echo Dot,40.09,3,Chicago,PA
369536,08-01-2020,Alexa,89.6,3,Philadelphia,CA
417824,08-01-2020,Kindle,102.98,2,Philadelphia,PA
357426,08-01-2020,Kindle,35.16,2,Chicago,AZ
277789,08-01-2020,Fire Stick,112.41,2,Los Angeles,AZ
613153,08-01-2020,Fire Stick,33.47,4,New York,CA
842452,08-01-2020,Smart Plug,79.05,5,New York,CA
937291,08-01-2020,Smart Plug,76.41,5,Phoenix,AZ
225657,08-01-2020,Smart Plug,102.5,1,New York,NY
335167,08-01-2020,Echo Dot,82.37,1,Los Angeles,AZ
781669,08-01-2020,Kindle,60.32,4,New York,IL
580671,08-01-2020,Fire Stick,82.23,1,Chicago,PA
819094,08-01-2020,Smart Plug,115.61,3,Chicago,CA
170467,08-01-2020,Fire Stick,41.04,4,Philadelphia,NY
283734,08-01-2020,Smart Plug,89.1,4,Los Angeles,AZ
722794,08-01-2020,Echo Dot,45.13,4,Chicago,NY
209751,08-01-2020,Ring Doorbell,48.41,3,Phoenix,IL
481050,08-01-2020,Echo Dot,117.53,5,Los Angeles,PA
911774,08-01-2020,Alexa,104.34,4,Philadelphia,AZ
792517,08-01-2020,Fire Stick,112,1,Chicago,CA
561079,08-01-2020,Ring Doorbell,43.67,3,Philadelphia,PA
468452,08-01-2020,Ring Doorbell,67.18,1,Philadelphia,IL
206081,08-01-2020,Alexa,99.03,4,Los Angeles,IL
713333,08-01-2020,Ring Doorbell,88.34,5,Phoenix,AZ
658986,08-01-2020,Echo Dot,43.59,4,Phoenix,IL
210078,08-01-2020,Ring Doorbell,69.52,4,New York,IL
967055,08-01-2020,Echo Dot,51.84,5,Los Angeles,CA
122671,08-01-2020,Ring Doorbell,60.42,4,Chicago,AZ
518400,08-01-2020,Ring Doorbell,112.17,3,Chicago,IL
455528,08-01-2020,Fire Stick,52.16,4,New York,IL
710490,08-01-2020,Alexa,63.84,4,Philadelphia,AZ
151663,08-01-2020,Ring Doorbell,76.58,2,Philadelphia,PA
115708,08-01-2020,Ring Doorbell,36.39,3,Los Angeles,NY
978338,08-01-2020,Alexa,109.99,5,Los Angeles,IL
411955,08-01-2020,Alexa,71.79,1,Chicago,PA
233883,08-01-2020,Fire Stick,62.42,2,Philadelphia,AZ
418394,08-01-2020,Fire Stick,72.98,2,Philadelphia,CA
212547,08-01-2020,Fire Stick,90.74,2,New York,IL
659042,09-01-2020,Kindle,85.02,1,Phoenix,IL
851102,09-01-2020,Ring Doorbell,81.96,1,New York,PA
862002,09-01-2020,Echo Dot,57.46,5,Phoenix,CA
242483,09-01-2020,Kindle,69.13,4,Phoenix,AZ
758271,09-01-2020,Kindle,92.76,2,Philadelphia,PA
314835,09-01-2020,Echo Dot,108.63,2,Los Angeles,IL
501896,09-01-2020,Ring Doorbell,42.3,3,Chicago,NY
184896,09-01-2020,Smart Plug,105.55,1,Philadelphia,CA
577095,09-01-2020,Smart Plug,101.71,1,Chicago,AZ
171295,09-01-2020,Smart Plug,96.82,2,Philadelphia,IL
843974,09-01-2020,Fire Stick,71.74,3,Los Angeles,NY
987121,09-01-2020,Fire Stick,80.73,3,Philadelphia,PA
373255,09-01-2020,Alexa,73.05,1,Los Angeles,IL
399648,09-01-2020,Alexa,76.01,4,Philadelphia,IL
757162,09-01-2020,Kindle,85.49,5,Los Angeles,PA
108155,09-01-2020,Alexa,74.37,4,New York,IL
566872,09-01-2020,Fire Stick,80.05,4,Chicago,PA
925816,09-01-2020,Kindle,89.57,5,Chicago,PA
474705,09-01-2020,Alexa,54.45,3,Philadelphia,CA
671542,09-01-2020,Alexa,94.37,1,Los Angeles,CA
908350,09-01-2020,Smart Plug,117.33,1,Los Angeles,NY
710269,09-01-2020,Fire Stick,47.65,1,Los Angeles,AZ
654594,09-01-2020,Kindle,112.66,2,Phoenix,CA
247718,09-01-2020,Echo Dot,68.15,3,Chicago,PA
408987,09-01-2020,Ring Doorbell,112.42,1,Phoenix,CA
745263,09-01-2020,Alexa,67.74,1,New York,AZ
458745,09-01-2020,Fire Stick,94.29,3,Phoenix,PA
207512,09-01-2020,Kindle,80.2,4,Los Angeles,IL
247443,09-01-2020,Ring Doorbell,97.48,3,Los Angeles,CA
570587,09-01-2020,Fire Stick,93.13,1,Los Angeles,AZ
473616,09-01-2020,Fire Stick,116.31,5,Philadelphia,IL
757409,09-01-2020,Kindle,56.01,2,Los Angeles,PA
786976,09-01-2020,Smart Plug,113.7,5,Los Angeles,CA
465871,09-01-2020,Ring Doorbell,52.71,1,Chicago,PA
475037,09-01-2020,Smart Plug,100.78,2,Phoenix,IL
907364,09-01-2020,Alexa,74.07,1,Philadelphia,IL
217796,10-01-2020,Smart Plug,36.49,3,Los Angeles,NY
391999,10-01-2020,Alexa,33.11,2,Los Angeles,IL
292506,10-01-2020,Alexa,76.83,3,Phoenix,IL
798376,10-01-2020,Kindle,33.13,3,Chicago,PA
369544,10-01-2020,Fire Stick,115.17,5,Chicago,CA
480002,10-01-2020,Echo Dot,44.86,5,Los Angeles,PA
798002,10-01-2020,Echo Dot,73.66,4,Los Angeles,NY
639439,10-01-2020,Smart Plug,63.97,1,Phoenix,CA
690978,10-01-2020,Kindle,77.21,2,Phoenix,CA
628787,10-01-2020,Echo Dot,48.76,5,Chicago,CA
630583,10-01-2020,Fire Stick,107.97,3,New York,IL
488215,10-01-2020,Alexa,31.15,4,Chicago,PA
421184,10-01-2020,Alexa,81.44,5,Chicago,NY
898615,10-01-2020,Kindle,61.26,4,Philadelphia,IL
522515,10-01-2020,Smart Plug,49.28,5,Philadelphia,PA
768234,10-01-2020,Fire Stick,49.23,2,Chicago,NY
478480,10-01-2020,Smart Plug,46.52,1,Los Angeles,IL
132711,10-01-2020,Smart Plug,84.24,1,Phoenix,CA
891971,10-01-2020,Kindle,110.23,5,Los Angeles,IL
601157,10-01-2020,Alexa,65.8,5,Los Angeles,CA
284423,10-01-2020,Smart Plug,44.83,4,New York,AZ
616349,10-01-2020,Smart Plug,34.73,5,New York,PA
803714,10-01-2020,Fire Stick,103.7,4,Phoenix,CA
757917,10-01-2020,Ring Doorbell,50.01,3,Philadelphia,AZ
924792,10-01-2020,Alexa,96.17,4,New York,AZ
837378,10-01-2020,Smart Plug,77.67,5,Phoenix,AZ
233272,10-01-2020,Ring Doorbell,87.31,5,Phoenix,IL
867836,10-01-2020,Echo Dot,81.84,5,Phoenix,PA
802335,10-01-2020,Ring Doorbell,115.67,3,New York,IL
907789,10-01-2020,Echo Dot,39.22,5,New York,IL
743409,10-01-2020,Alexa,89.24,3,Chicago,NY
177505,10-01-2020,Alexa,40.34,5,Philadelphia,NY
102869,10-01-2020,Kindle,47.47,3,New York,CA
881474,10-01-2020,Ring Doorbell,90.66,4,Los Angeles,PA
554351,10-01-2020,Smart Plug,85.7,4,Phoenix,NY
412252,10-01-2020,Echo Dot,73.73,5,Chicago,PA
736584,10-01-2020,Ring Doorbell,99.6,1,Phoenix,NY
718467,11-01-2020,Echo Dot,92.31,3,Chicago,IL
190272,11-01-2020,Alexa,35.28,5,Chicago,PA
138467,11-01-2020,Alexa,88.9,4,Chicago,PA
909760,11-01-2020,Fire Stick,64.84,3,Chicago,IL
977844,11-01-2020,Fire Stick,72.41,3,Phoenix,IL
580047,11-01-2020,Alexa,77.11,4,Chicago,CA
759347,11-01-2020,Fire Stick,60.17,5,Chicago,AZ
158871,11-01-2020,Alexa,70.32,5,Chicago,CA
228391,11-01-2020,Ring Doorbell,80.5,5,Chicago,AZ
539430,11-01-2020,Alexa,35.31,1,Phoenix,IL
710704,11-01-2020,Kindle,81.58,2,New York,NY
956703,11-01-2020,Fire Stick,61.33,4,Phoenix,CA
930496,11-01-2020,Smart Plug,81.53,3,Los Angeles,NY
356687,11-01-2020,Smart Plug,70.07,2,Chicago,PA
825451,11-01-2020,Ring Doorbell,46.49,2,Los Angeles,NY
207450,11-01-2020,Kindle,39.82,5,Chicago,AZ
271890,11-01-2020,Smart Plug,108.73,5,Los Angeles,NY
538741,11-01-2020,Smart Plug,65.58,2,Phoenix,AZ
381974,11-01-2020,Ring Doorbell,85.45,1,Chicago,CA
500109,11-01-2020,Ring Doorbell,37.66,3,Chicago,CA
216381,11-01-2020,Kindle,67,1,Phoenix,AZ
573125,11-01-2020,Echo Dot,93.67,5,Phoenix,IL
671621,11-01-2020,Kindle,117.21,5,Phoenix,CA
234508,11-01-2020,Kindle,79.97,4,Los Angeles,IL
829650,11-01-2020,Fire Stick,45.79,2,Los Angeles,NY
962645,11-01-2020,Smart Plug,31.14,5,Los Angeles,PA
499111,11-01-2020,Smart Plug,61.88,4,Los Angeles,NY
250810,11-01-2020,Echo Dot,66.55,1,Phoenix,PA
392890,11-01-2020,Kindle,74.85,3,Philadelphia,IL
673665,11-01-2020,Alexa,30.36,3,Phoenix,CA
940477,11-01-2020,Echo Dot,95.12,2,Chicago,PA
460032,11-01-2020,Echo Dot,88.97,5,New York,NY
469599,11-01-2020,Smart Plug,31.61,3,New York,NY
760960,11-01-2020,Smart Plug,60.02,4,Philadelphia,NY
850020,11-01-2020,Smart Plug,63.12,1,Chicago,IL
979611,11-01-2020,Smart Plug,55.55,4,Los Angeles,PA
271836,12-01-2020,Echo Dot,56.65,5,Chicago,PA
829903,12-01-2020,Ring Doorbell,69.02,5,Philadelphia,PA
145714,12-01-2020,Kindle,93.2,2,New York,PA
727234,12-01-2020,Ring Doorbell,90.82,2,Chicago,AZ
996048,12-01-2020,Ring Doorbell,66.93,5,Los Angeles,CA
730271,12-01-2020,Smart Plug,85.9,2,Los Angeles,NY
566960,12-01-2020,Fire Stick,36.29,5,Los Angeles,PA
811851,12-01-2020,Echo Dot,99.25,5,Los Angeles,CA
224123,12-01-2020,Alexa,69.74,5,New York,PA
405628,12-01-2020,Alexa,38.07,2,Philadelphia,CA
182989,12-01-2020,Kindle,63.63,5,Phoenix,IL
398356,12-01-2020,Echo Dot,93.75,3,Chicago,AZ
929957,12-01-2020,Echo Dot,41.09,1,Philadelphia,AZ
278274,12-01-2020,Echo Dot,103.33,4,Chicago,AZ
787995,12-01-2020,Ring Doorbell,93.74,1,Phoenix,PA
425352,12-01-2020,Fire Stick,37.48,2,Los Angeles,CA
920260,12-01-2020,Fire Stick,118.07,3,Phoenix,CA
511927,12-01-2020,Ring Doorbell,114.92,5,Los Angeles,AZ
889852,12-01-2020,Smart Plug,41.89,3,New York,CA
983184,12-01-2020,Ring Doorbell,48.26,4,Chicago,AZ
231373,12-01-2020,Alexa,61.26,1,Los Angeles,IL
538452,12-01-2020,Ring Doorbell,119.07,2,New York,NY
215294,12-01-2020,Fire Stick,93.49,2,New York,PA
559451,12-01-2020,Alexa,112.31,5,Phoenix,PA
748307,12-01-2020,Ring Doorbell,54.83,5,Chicago,NY
165726,12-01-2020,Echo Dot,108.3,1,New York,AZ
241564,12-01-2020,Fire Stick,39.94,2,Phoenix,AZ
477812,12-01-2020,Alexa,119.59,1,Chicago,CA
368246,12-01-2020,Fire Stick,39.6,1,Phoenix,CA
805696,12-01-2020,Echo Dot,69.26,5,Philadelphia,NY
218015,12-01-2020,Echo Dot,103.79,3,Chicago,AZ
840674,12-01-2020,Echo Dot,106.59,5,Los Angeles,IL
354079,12-01-2020,Smart Plug,107.68,1,Phoenix,PA
650929,12-01-2020,Ring Doorbell,55.8,5,Phoenix,PA
789944,12-01-2020,Alexa,89.44,2,Chicago,PA
788105,12-01-2020,Smart Plug,48.92,2,Phoenix,NY
613758,12-01-2020,Kindle,74.48,1,Los Angeles,IL
465890,13-01-2020,Kindle,106.32,1,Phoenix,CA
545101,13-01-2020,Fire Stick,66.9,3,Los Angeles,NY
136631,13-01-2020,Fire Stick,39.89,4,Chicago,AZ
866577,13-01-2020,Fire Stick,32.14,2,Los Angeles,PA
